,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
754,901,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,32,28,2437,27.1,0.0,0.11,0.0,0.11,0.02,0.07,0.02,0.07,25.0,17.0,68.0,4.0,16.0,54.8,5.83,24.76,24.58,6.13,0.22,54.8,0.92,0.63,0.15,28.34,134.1,66.13,0.55,0.44,0.11,0.55,0.52,27.27,0.85,1.33,0.18,0.66,0.48,0.07,0.07,0.04,0.0,0.04,0.11,0.0,0.04,0.0,0.0,832.0,1190.0,69.9,17686.0,6806.0,286.0,323.0,88.5,372.0,456.0,81.6,157.0,352.0,44.6,0.11,0.05,0.07,0.06,0.55,2.47,0.52,0.18,2.47,43.91,38.78,4.91,1.62,0.0,0.59,2.95,1.55,1.73,0.89,0.81,0.0,30.7,0.22,0.96,0.55,0.11,0.0,0.0,0.04,-0.7,-0.7,47.5,0.15,0.0,0.0,1.07,0.52,0.0,1.99,0.92,0.0,0.0,8.41,1.4,1.55,1,0,0,0,0,1
757,906,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,21,2001,18,18,1547,17.2,0.0,0.12,0.0,0.12,0.05,0.19,0.05,0.19,32.0,17.0,53.1,13.0,40.6,93.95,2.62,20.41,58.14,16.28,0.52,93.95,1.86,0.99,0.76,63.78,276.57,117.62,1.28,1.63,0.06,1.45,0.76,73.08,1.05,3.43,0.35,2.85,0.35,0.0,0.12,0.12,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1269.0,1440.0,88.1,24396.0,7284.0,504.0,549.0,91.8,546.0,604.0,90.4,193.0,240.0,80.4,0.12,0.14,0.16,-0.02,1.16,9.53,1.45,0.0,9.77,83.72,80.29,3.26,2.97,0.64,0.99,0.81,0.12,0.17,0.06,0.06,0.0,73.78,0.17,0.76,1.16,0.17,0.0,0.0,0.04,-0.8,-0.8,41.2,0.17,0.0,0.0,0.64,1.28,0.06,0.93,1.57,0.0,0.0,6.86,0.41,0.58,1,1,0,0,0,0
794,952,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,17,2004,22,18,1743,19.4,0.0,0.0,0.0,0.0,0.03,0.11,0.03,0.11,42.0,15.0,35.7,19.0,45.2,59.95,4.48,20.1,25.62,14.64,0.82,59.95,2.16,0.77,0.98,29.02,165.88,86.19,2.47,1.34,0.36,1.13,0.93,32.22,5.21,1.98,0.15,1.7,0.21,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,710.0,922.0,77.0,11295.0,3707.0,366.0,413.0,88.6,264.0,336.0,78.6,56.0,108.0,51.9,0.0,0.08,0.06,-0.08,0.93,2.84,0.82,0.57,3.2,47.53,37.58,9.79,0.98,0.05,0.0,3.04,8.81,0.0,0.0,0.0,0.0,36.6,0.15,1.55,0.21,0.0,0.0,0.0,0.15,-0.6,-0.6,30.8,0.15,0.0,0.0,0.67,1.29,0.0,0.77,1.75,0.0,0.0,5.31,0.41,0.93,1,0,1,0,0,0
801,961,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,29,1993,28,28,2477,27.5,0.58,0.76,0.4,0.58,0.47,0.6,0.31,0.44,60.0,31.0,51.7,22.0,36.7,44.62,1.13,2.55,23.09,19.42,4.76,44.44,2.18,1.13,0.8,24.29,103.78,44.22,1.49,1.2,0.76,2.69,1.85,36.55,7.27,2.69,0.36,1.96,0.0,0.11,0.29,0.33,0.0,0.29,0.0,0.0,0.04,0.04,0.0,581.0,929.0,62.5,9105.0,1989.0,323.0,457.0,70.7,167.0,271.0,61.6,59.0,91.0,64.8,0.18,0.13,0.12,0.05,1.24,1.75,0.98,0.04,3.27,33.78,33.02,0.62,0.0,0.15,0.55,0.73,0.04,0.0,0.0,0.0,0.0,21.13,0.15,1.31,2.69,1.16,0.15,0.34,0.12,3.2,2.4,54.1,0.15,0.0,0.0,1.2,1.75,0.98,0.04,0.15,0.0,0.0,3.05,5.56,4.73,1,0,0,0,0,1
807,967,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,23,1999,21,17,1458,16.2,0.43,0.56,0.43,0.56,0.38,0.55,0.38,0.55,48.0,23.0,47.9,13.0,27.1,36.48,0.37,2.59,16.42,18.4,4.69,36.48,2.96,1.42,0.8,23.09,127.72,70.0,2.22,1.98,0.74,2.65,2.22,27.65,6.73,3.02,0.37,2.28,0.0,0.19,0.25,0.19,0.12,0.31,0.0,0.0,0.0,0.06,0.0,293.0,392.0,74.7,3928.0,1110.0,168.0,208.0,80.8,91.0,119.0,76.5,11.0,20.0,55.0,0.12,0.17,0.12,-0.04,1.42,2.04,0.68,0.06,3.09,24.2,23.52,0.56,0.0,0.19,0.0,1.05,0.12,0.25,0.19,0.0,0.0,18.09,0.12,0.68,2.41,0.74,0.18,0.58,0.16,0.8,0.8,52.0,0.0,0.0,0.0,1.6,2.04,0.49,0.25,0.93,0.06,0.0,3.52,1.6,1.48,1,1,0,0,0,0
812,972,Antonino Gallo,it ITA,DF,Lecce,it Serie A,22,2000,32,28,2486,27.6,0.0,0.04,0.0,0.04,0.02,0.09,0.02,0.09,29.0,15.0,51.7,10.0,34.5,54.67,3.3,17.1,23.41,15.04,0.51,54.67,1.05,0.54,0.36,24.75,155.83,90.62,2.57,1.59,0.18,0.8,0.25,25.58,2.36,2.32,0.04,1.81,0.33,0.11,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,843.0,1254.0,67.2,15118.0,6837.0,373.0,438.0,85.2,365.0,511.0,71.4,89.0,245.0,36.3,0.04,0.07,0.08,-0.03,1.38,4.38,1.23,0.69,5.58,45.43,35.51,9.67,0.72,0.0,0.51,3.22,8.95,0.0,0.0,0.0,0.0,30.54,0.25,0.87,0.36,0.07,0.0,0.0,0.06,-0.6,-0.6,46.3,0.18,0.04,0.04,0.47,0.62,0.07,0.47,1.3,0.0,0.0,7.17,0.91,1.05,1,0,0,1,0,0
817,980,Aleix García,es ESP,MF,Girona,es La Liga,25,1997,30,26,2337,26.0,0.04,0.23,0.04,0.23,0.07,0.31,0.07,0.31,26.0,13.0,50.0,9.0,34.6,71.81,2.62,14.85,38.58,18.85,0.88,71.81,1.0,0.5,0.35,40.04,187.23,87.15,1.58,1.35,0.27,0.73,0.46,50.08,2.92,4.82,0.62,2.65,1.81,0.12,0.12,0.0,0.12,0.38,0.12,0.04,0.0,0.0,0.08,1370.0,1657.0,82.7,24515.0,7738.0,661.0,710.0,93.1,471.0,536.0,87.9,182.0,303.0,60.1,0.19,0.23,0.23,-0.04,2.46,5.92,0.88,0.38,6.0,63.73,55.42,7.81,3.88,0.12,1.65,6.88,0.5,3.38,1.35,1.62,0.04,52.69,0.5,0.85,1.23,0.54,0.03,0.07,0.06,-0.8,-0.8,68.4,0.04,0.0,0.0,0.54,1.12,0.04,1.19,0.77,0.0,0.0,5.08,0.5,0.23,1,0,1,0,0,0
834,998,Federico Gatti,it ITA,DF,Juventus,it Serie A,24,1998,18,16,1448,16.1,0.0,0.0,0.0,0.0,0.03,0.13,0.03,0.13,11.0,8.0,72.7,2.0,18.2,69.32,6.21,32.73,33.04,4.41,1.43,69.32,0.68,0.5,0.12,44.78,245.47,137.14,1.12,0.87,0.06,0.5,0.37,50.06,0.81,1.18,0.0,1.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,957.0,84.4,16192.0,5297.0,287.0,307.0,93.5,404.0,443.0,91.2,111.0,181.0,61.3,0.0,0.09,0.07,-0.09,0.37,2.92,0.19,0.0,3.48,59.44,57.33,1.93,1.3,0.0,1.43,0.19,0.5,0.0,0.0,0.0,0.0,50.19,0.19,0.68,0.81,0.25,0.0,0.0,0.04,-0.6,-0.6,55.2,0.25,0.0,0.0,0.99,0.81,0.0,1.3,0.68,0.0,0.0,6.02,1.99,1.61,1,0,0,1,0,0
839,1005,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22,2000,37,35,3101,34.5,0.0,0.06,0.0,0.06,0.02,0.1,0.02,0.1,35.0,14.0,40.0,17.0,48.6,52.49,3.07,17.86,22.55,12.64,0.46,52.49,1.01,0.41,0.49,21.94,119.36,68.99,1.36,0.99,0.12,1.39,0.35,22.81,3.1,1.42,0.12,1.07,0.14,0.03,0.0,0.12,0.06,0.06,0.0,0.0,0.0,0.06,0.0,1031.0,1448.0,71.2,16693.0,8217.0,539.0,637.0,84.6,399.0,551.0,72.4,70.0,188.0,37.2,0.06,0.08,0.05,-0.03,0.78,2.09,0.61,0.38,3.25,41.97,31.19,10.64,0.43,0.03,0.23,2.14,10.2,0.0,0.0,0.0,0.0,29.88,0.14,0.96,0.29,0.0,0.0,0.0,0.06,-0.6,-0.6,52.7,0.12,0.0,0.0,0.67,0.78,0.03,1.07,1.65,0.06,0.03,5.74,1.39,1.25,1,0,0,1,0,0
849,1017,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,28,1993,26,24,1879,20.9,0.1,0.19,0.1,0.19,0.12,0.14,0.12,0.14,9.0,4.0,44.4,4.0,44.4,65.74,7.61,27.42,33.68,5.12,1.44,65.74,0.43,0.19,0.19,44.88,277.32,160.1,1.58,1.39,0.0,0.53,0.14,40.91,0.91,0.91,0.19,0.72,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,985.0,1130.0,87.2,17488.0,5168.0,353.0,394.0,89.6,535.0,582.0,91.9,66.0,110.0,60.0,0.1,0.02,0.02,0.08,0.19,2.73,0.1,0.0,3.54,54.07,51.53,2.44,1.53,0.0,0.05,0.05,0.29,0.0,0.0,0.0,0.0,47.13,0.1,0.1,0.57,0.14,0.17,0.67,0.21,-0.6,-0.6,76.7,0.24,0.1,0.05,2.11,0.67,0.05,2.15,1.15,0.0,0.05,4.93,2.68,0.81,1,0,0,0,1,0
859,1029,Degnand Gnonto,it ITA,"FW,MF",Leeds United,eng Premier League,18,2003,24,14,1354,15.0,0.13,0.4,0.13,0.4,0.12,0.27,0.12,0.27,77.0,21.0,27.3,43.0,55.8,47.93,0.8,6.33,16.53,26.2,2.87,47.93,5.13,1.4,2.87,32.27,223.73,114.33,4.4,2.47,1.13,2.0,1.27,33.87,9.07,3.32,0.47,2.0,0.2,0.27,0.27,0.53,0.07,0.4,0.07,0.0,0.0,0.0,0.0,370.0,512.0,72.3,4823.0,1234.0,230.0,270.0,85.2,104.0,137.0,75.9,12.0,24.0,50.0,0.27,0.15,0.15,0.12,1.47,0.8,1.27,0.33,2.33,34.13,32.13,1.73,0.07,0.27,0.0,2.8,0.87,0.67,0.13,0.07,0.0,24.67,0.27,2.33,1.46,0.53,0.09,0.25,0.08,0.2,0.2,30.8,0.47,0.0,0.0,1.87,2.6,0.2,0.33,1.13,0.0,0.0,5.47,0.53,1.2,1,1,0,0,0,0
865,1037,Toti Gomes,pt POR,DF,Wolves,eng Premier League,23,1999,17,10,984,10.9,0.09,0.09,0.09,0.09,0.04,0.06,0.04,0.06,16.0,9.0,56.3,6.0,37.5,63.12,7.89,28.72,25.5,9.17,1.38,63.12,1.47,0.83,0.55,30.46,139.54,84.77,0.37,1.01,0.0,0.55,0.28,36.88,2.11,0.82,0.09,0.83,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,460.0,555.0,82.9,7615.0,2848.0,221.0,256.0,86.3,202.0,229.0,88.2,28.0,53.0,52.8,0.0,0.03,0.03,-0.03,0.37,2.48,0.73,0.37,2.48,50.92,45.78,5.05,0.64,0.0,0.46,0.83,4.4,0.0,0.0,0.0,0.0,42.2,0.09,0.46,0.46,0.18,0.2,0.5,0.08,0.6,0.6,51.5,0.55,0.0,0.0,1.47,0.46,0.09,1.01,0.83,0.0,0.0,5.6,1.56,1.47,1,1,0,0,0,0
867,1039,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,25,1997,21,15,1466,16.3,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,5.0,4.0,80.0,1.0,20.0,93.31,6.99,36.93,52.21,4.66,0.37,93.31,0.31,0.25,0.06,61.66,296.07,160.49,0.92,0.74,0.0,0.8,0.31,63.8,0.31,1.11,0.06,0.92,0.06,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1166.0,1361.0,85.7,23380.0,7637.0,336.0,379.0,88.7,686.0,745.0,92.1,127.0,197.0,64.5,0.0,0.01,0.04,-0.01,0.06,7.42,0.25,0.0,6.63,83.5,80.74,2.39,0.37,0.12,0.67,0.25,1.84,0.0,0.0,0.0,0.0,71.53,0.37,0.31,0.37,0.12,0.0,0.0,0.03,-0.2,-0.2,54.8,0.18,0.0,0.0,0.8,0.25,0.06,1.47,1.29,0.0,0.06,7.73,2.82,2.33,1,1,0,0,0,0
876,1049,Giovanni González,uy URU,DF,Mallorca,es La Liga,27,1994,15,9,926,10.3,0.0,0.19,0.0,0.19,0.02,0.14,0.02,0.14,16.0,8.0,50.0,6.0,37.5,49.13,3.11,16.5,22.14,10.78,1.36,49.13,1.55,0.78,0.58,22.72,97.38,47.96,0.97,0.68,0.29,0.68,0.19,26.7,3.79,1.17,0.29,0.97,0.1,0.0,0.1,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,336.0,428.0,78.5,5449.0,2264.0,188.0,213.0,88.3,123.0,156.0,78.8,21.0,46.0,45.7,0.19,0.12,0.06,0.08,0.49,1.84,0.68,0.39,2.72,41.55,35.24,6.21,0.19,0.0,0.0,1.94,6.02,0.0,0.0,0.0,0.0,32.62,0.1,0.49,0.39,0.0,0.0,0.0,0.05,-0.2,-0.2,52.2,0.49,0.0,0.0,1.55,1.65,0.1,0.68,0.78,0.0,0.0,4.66,1.17,1.07,1,0,1,0,0,0
